original_stm,adv_statemant_1,adv_statemant_2,adv_statemant_3,most_important_word,most_effective_attack,sender_id,date,views,origin_pos,origin_neg,origin_nut,adv_pos_1,adv_neg_1,adv_nut_1,adv_pos_2,adv_neg_2,adv_nut_2,adv_pos_3,adv_neg_3,adv_nut_3
‏“اللهُم في صباح الجمعة﮼مُعجزة مَن  ﮼عندك تُغير  ﮼الأقدار ، وتُحقق  ﮼الأماني💛.,اللهم الجمعةمغجزة عندك تغير الأقدار الأقدار الأماني,اللهم الجمعةمغجزة عندك تغير الأقداز الأقدار الأماني,اللهم الجمعةمغجزة عبدك تغير الأقداز الأقدار الأماني,"الجمعةمعجزة,الأقدار,عندك","الجمعةمغجزة,الأقداز,عبدك",375423472.0,2020-07-24 08:36:50+00:00,292.0,0.9391246438026428,0.00837523303925991,0.052500057965517044,0.9394004344940186,0.007827223278582096,0.052772365510463715,0.9167569875717163,0.011658062227070332,0.07158487290143967,0.954785943031311,0.012799117714166641,0.03241491690278053
"صبَاح الخَير 
أبتسِم لِيومكِ ولا تجعل أحدا يهزم إبتسامتك، اتمنى لك يومًا جيداً🌷.",الخير أبتسم ليومك تجعل أحدا يهزم إبتسامثك إبتسامتك يوما جيدا,الخير أبتسم لىومك تجعل أحدا يهزم إبتسامثك إبتسامتك يوما جيدا,الخير أثتسم لىومك تجعل أحدا يهزم إبتسامثك إبتسامتك يوما جيدا,"إبتسامتك,ليومك,أبتسم","إبتسامثك,لىومك,أثتسم",375423472.0,2020-07-24 02:55:34+00:00,297.0,0.9411292672157288,0.005696572363376617,0.05317407101392746,0.9099225401878357,0.006023815367370844,0.084053635597229,0.88930344581604,0.006876638624817133,0.10381991416215897,0.8774818181991577,0.008352461270987988,0.11416570842266083
ممكن الذي معه ملخص أو أي شي للدكتور امين الدعيس هستو يرسل لي🥺,ممكن معه ملخص شي للدكبور امين امين هستو يرسل,ممكن معه ملخص شي للدكبور اميث امين هستو يرسل,ممكن مغه ملخص شي للدكبور اميث امين هستو يرسل,"للدكتور,امين,معه","للدكبور,اميث,مغه",987607459.0,2020-07-19 08:49:41+00:00,,0.007424547336995602,0.018923042342066765,0.9736524820327759,0.007852249778807163,0.02272118255496025,0.9694265723228455,0.01123537216335535,0.28941458463668823,0.6993500590324402,0.007461287546902895,0.47370094060897827,0.5188377499580383
"‏كُل الأشياء الدافئـة تنُبع من الصباح 🌱 💙

 صَـبـآحُ الـخـيٌــِر💛🌼",الأشياء الداقئة تنبع تنبع صبآح الخير,الأشياء الداقئة تنثع تنبع صبآح الخير,الأشياء الداقئة تنثع تنبع صبآح الخىر,"الدافئة,تنبع,الخير","الداقئة,تنثع,الخىر",375423472.0,2020-07-18 02:41:53+00:00,242.0,0.9870727062225342,0.0018471158109605312,0.011080157943069935,0.9751747250556946,0.0017640467267483473,0.023061171174049377,0.9504518508911133,0.0031715084332972765,0.046376727521419525,0.19651557505130768,0.1306542307138443,0.6728301644325256
سلام عليكم ممكن العمليه التمريضيه لمرض اليرقان وارتفاع درجه الحراره,سلام عليكم ممكت العمليه العمليه لمرض اليرقان وارتفاع درجه الحراره,سلام عليكم ممكت الغمليه العمليه لمرض اليرقان وارتفاع درجه الحراره,سلام عليكم ممكت الغمليه العمليه لمرض اليرقان واربفاع درجه الحراره,"ممكن,العمليه,وارتفاع","ممكت,الغمليه,واربفاع",934620087.0,2020-07-16 11:14:28+00:00,,0.018074538558721542,0.22722062468528748,0.7547048926353455,0.02444174885749817,0.21025219559669495,0.7653060555458069,0.00969754345715046,0.23207132518291473,0.7582311034202576,0.03583080321550369,0.26719918847084045,0.6969699859619141
"[@Amriham](tg://user?id=829089842) [`829089842`] يحدث فوضى. 
**🔘العقوبــة** مكتوم 🔇

~ تم الغاء الكتم عن العضو",يحدث فوضي العقوبة مكتوم تم الغاء الكتم الكتم,يحدث فوضي العقوبة مكتوم تم الغاء الكنم الكتم,يحدث فوضي العقوبة مكتوم تم العاء الكنم الكتم,"فوضى,الكتم,الغاء","فوضي,الكنم,العاء",972627007.0,2020-07-14 16:07:32+00:00,,0.019932592287659645,0.6188288331031799,0.3612385392189026,0.008326650597155094,0.9504755139350891,0.04119788482785225,0.003249113680794835,0.9789220094680786,0.017828896641731262,0.006030469201505184,0.9629157185554504,0.031053883954882622
كيف تستخدم بخاخ #الربو للطفل بطريقة صحيحة ؟,تستخدم بخاخ الرتو الربو بطريقة صحيحة,تستخدم ثخاخ الرتو الربو بطريقة صحيحة,تستخدم ثخاخ الرتو الربو بطريقة صحىحة,"الربو,بخاخ,صحيحة","الرتو,ثخاخ,صحىحة",827677368.0,2020-07-12 16:49:47+00:00,2469.0,0.024930676445364952,0.7391451001167297,0.23592424392700195,0.008527478203177452,0.8971022963523865,0.09437012672424316,0.004531314596533775,0.9489949941635132,0.04647374525666237,0.0010967710986733437,0.9924973249435425,0.006405907683074474
منو حاب ينظم لقروب تبادلات للقنوات الطبية,منو حاب ينظم لقروب تبادلات للقيوات للقنوات,منو حاب ييظم لقروب تبادلات للقيوات للقنوات,منو حاب ييظم لقزوب تبادلات للقيوات للقنوات,"للقنوات,ينظم,لقروب","للقيوات,ييظم,لقزوب",1280466498.0,2020-07-09 04:08:54+00:00,,0.032817989587783813,0.0075350417755544186,0.9596469402313232,0.020256679505109787,0.006852262187749147,0.9728910326957703,0.01327422447502613,0.017092444002628326,0.9696332812309265,0.00915143545717001,0.10645285993814468,0.8843956589698792
"إذا كنت مدخن ! 
الآن هو الوقت المناسب للإقلاع عن التدخين ✅",كنت مدخن الوقث المناسب للإقلاع للإقلاع,كنت مدخن الوقث المناسب للإفلاع للإقلاع,كنت مدخث الوقث المناسب للإفلاع للإقلاع,"الوقت,للإقلاع,مدخن","الوقث,للإفلاع,مدخث",827677368.0,2020-07-04 12:21:13+00:00,2923.0,0.172529935836792,0.17827171087265015,0.6491983532905579,0.0617109090089798,0.3153991103172302,0.6228899955749512,0.007957599125802517,0.8947849273681641,0.09725754708051682,0.00490911491215229,0.9614267349243164,0.03366408497095108
السلام عليكم ماهو سبب خدر الايدين عن الاستيقاض من النوم,السلام عليكم ماهو سبب خدر الايدين الاسثيقاض الاستيقاض,السلام عليكم ماهو سبب خدر الاىدين الاسثيقاض الاستيقاض,السلام عليكم ماهو سبب خدز الاىدين الاسثيقاض الاستيقاض,"الاستيقاض,الايدين,خدر","الاسثيقاض,الاىدين,خدز",934620087.0,2020-07-03 17:00:45+00:00,,0.010817715898156166,0.21240602433681488,0.7767762541770935,0.010503348894417286,0.4221000075340271,0.5673966407775879,0.006967952474951744,0.5758075714111328,0.4172244966030121,0.0056132483296096325,0.6769253611564636,0.31746137142181396
"[طَــارِق](tg://user?id=1042853934) [`1042853934`] يحدث فوضى. 
**🔘العقوبــة** مكتوم 🔇",طارق يحدث فوضى العقوبة مكبوم,طارق يحدث قوضى العقوبة مكبوم,طارق ىحدث قوضى العقوبة مكبوم,"مكتوم,فوضى,يحدث","مكبوم,قوضى,ىحدث",972627007.0,2020-07-01 21:39:19+00:00,,0.018328970298171043,0.8124322891235352,0.16923871636390686,0.030419958755373955,0.6270142793655396,0.3425658047199249,0.013344859704375267,0.8082577586174011,0.17839746177196503,0.08850688487291336,0.2549060583114624,0.6565870642662048
"[مغتنم](tg://user?id=1132164743) [`1132164743`] يحدث فوضى. 
**🔘العقوبــة** مكتوم 🔇",مغتنم يحدث فوضى العقوبة مكثوم,مغتنم يحدث قوضى العقوبة مكثوم,مغتنم يحدث قوضى العفوبة مكثوم,"مكتوم,فوضى,العقوبة","مكثوم,قوضى,العفوبة",972627007.0,2020-06-30 22:38:16+00:00,,0.02551729418337345,0.7848090529441833,0.18967372179031372,0.023687900975346565,0.7269681096076965,0.24934397637844086,0.0058065857738256454,0.9789162278175354,0.015277205035090446,0.013008755631744862,0.8831906318664551,0.1038006842136383
‏ما هي الأمراض المزمنة التي تتأثر أكثر من غيرها بمضاعفات فيروس كورونا ؟,الأمراض المزمنة تتأتر غيرها بمضاعفات فيروس فيروس,الأمراض المزمنة تتأتر غيرها بمضاعفات فىروس فيروس,الأمراض المزمنة تتأتر غيرها بمضاغفات فىروس فيروس,"تتأثر,فيروس,بمضاعفات","تتأتر,فىروس,بمضاغفات",827677368.0,2020-06-30 11:13:24+00:00,2541.0,0.00853806734085083,0.874912440776825,0.11654951423406601,0.008182798512279987,0.8435921669006348,0.14822505414485931,0.011465112678706646,0.8071331977844238,0.18140166997909546,0.013819308951497078,0.7340076565742493,0.2521730661392212
"افيدونا يادكاترة العصر الحديث 
 إذا وجد لديكم مرجع علم أدوية رائع يلم all systems Drugs  👍",افيدونا يادكاترة العصر الحديث لديكم مرجع أدوية رائغ رائع,افيدونا يادكانرة العصر الحديث لديكم مرجع أدوية رائغ رائع,افيدونا يادكانرة العصر الحديت لديكم مرجع أدوية رائغ رائع,"رائع,يادكاترة,الحديث","رائغ,يادكانرة,الحديت",228938615.0,2020-06-29 17:05:01+00:00,,0.04605540260672569,0.06858096271753311,0.8853636384010315,0.34475183486938477,0.0708993598818779,0.5843488574028015,0.531074047088623,0.039753008633852005,0.42917290329933167,0.27924078702926636,0.06677909940481186,0.6539800763130188
السلام عليكم.  هل توجد اعراض جانبيه عندالتوقف عن استخدام  الLevosulpiride,السلام عليكم توجد اغراض جانبيه عندالتوقف عندالتوقف ال,السلام عليكم توجد اغراض جانبيه عندالتوفف عندالتوقف ال,السلام غليكم توجد اغراض جانبيه عندالتوفف عندالتوقف ال,"اعراض,عندالتوقف,عليكم","اغراض,عندالتوفف,غليكم",836695691.0,2020-06-23 11:57:28+00:00,,0.018100624904036522,0.335884690284729,0.6460146903991699,0.012556524015963078,0.12559720873832703,0.8618462681770325,0.010254936292767525,0.008223163895308971,0.9815218448638916,0.009452182799577713,0.008993378840386868,0.9815545082092285
ولومثلا يادكتور قد اصيب بحصى فلمراره ايش بيكون العلاج. ؟,ولومثلا يادكتور اصين بحصى بحصى ايش بيكون العلاج,ولومثلا يادكتور اصين ثحصى بحصى ايش بيكون العلاج,ولومثلا يادكتور اصين ثحصى بحصى ايش بيكون العلاج,"اصيب,بحصى,بحصى","اصين,ثحصى,ثحصى",836695691.0,2020-06-20 15:22:04+00:00,,0.00874976348131895,0.9257717132568359,0.06547854840755463,0.019388943910598755,0.7240118980407715,0.25659918785095215,0.011808246374130249,0.834018349647522,0.15417349338531494,0.011808246374130249,0.834018349647522,0.15417349338531494
لوسمحتم ايش العلاج للذي عنده التهاب في المراره,لوسمحتم ايش الغلاج للذي عنده التهاب التهاب,لوسمحتم ايش الغلاج للذي عنده البهاب التهاب,لوسمحتم ايش الغلاج للذي عنده البهاب التهاب,"العلاج,التهاب,التهاب","الغلاج,البهاب,البهاب",836695691.0,2020-06-20 15:16:20+00:00,,0.01480303518474102,0.2150011956691742,0.7701957821846008,0.010439973324537277,0.37798893451690674,0.6115711331367493,0.006163605488836765,0.33570075035095215,0.658135712146759,0.006163605488836765,0.33570075035095215,0.658135712146759
السلام عليكم لو سمحتو تشخيص هذا الفحص,السلام عليكم سمحتو تشخيص القحص,السلام عليكم سمحثو تشخيص القحص,السلام عليكم سمحثو بشخيص القحص,"الفحص,سمحتو,تشخيص","القحص,سمحثو,بشخيص",1192551650.0,2020-06-19 21:58:04+00:00,,0.012618085369467735,0.0469251312315464,0.940456748008728,0.011016850359737873,0.08528390526771545,0.9036992192268372,0.021328145638108253,0.05477830767631531,0.9238935708999634,0.0382014624774456,0.37075796723365784,0.5910405516624451
هو مكمل غذائي وكمان يمنع من فقر الدم,مكمل غذائي وكمان يميع فقر فقر,مكمل غذائي وكمان يميع ففر فقر,مكمل غذائي وكمان يميع ففر فقر,"يمنع,فقر,فقر","يميع,ففر,ففر",1152022415.0,2020-06-18 14:58:13+00:00,,0.2613368332386017,0.12932373583316803,0.6093394756317139,0.006970465183258057,0.965585470199585,0.02744395099580288,0.002049942035228014,0.9933858513832092,0.004564129747450352,0.002049942035228014,0.9933858513832092,0.004564129747450352
فيكم تدونا علاج تساقط الشعر,فيكم تدونا غلاج علاج الشعر,فيكم ندونا غلاج علاج الشعر,فيكم ندونا غلاج علاج الشغر,"علاج,تدونا,الشعر","غلاج,ندونا,الشغر",976364952.0,2020-06-18 10:46:59+00:00,,0.011184711940586567,0.9101613163948059,0.07865405827760696,0.6831150650978088,0.2135022133588791,0.10338275879621506,0.8232994675636292,0.08598752319812775,0.0907130241394043,0.8294765949249268,0.09356121718883514,0.07696224004030228
وهل لما تضغط في البطن بيدك يوجع,وهل تضغط البطن بيدك يوجغ,وهل تضعط البطن بيدك يوجغ,وهل تضعط التطن بيدك يوجغ,"يوجع,تضغط,البطن","يوجغ,تضعط,التطن",1152022415.0,2020-06-14 21:58:34+00:00,,0.004613438155502081,0.9772788882255554,0.018107734620571136,0.01400446705520153,0.20586609840393066,0.7801294326782227,0.015559002757072449,0.111085906624794,0.8733550906181335,0.03200965374708176,0.09542518109083176,0.8725652098655701
ياشباب.  ايش الفرق بين المسكنات السترويديه والغير ستروديه,ياشباب ايش الفزق المسكنات المسكنات والغير ستروديه,ياشباب ايش الفزق المسكنان المسكنات والغير ستروديه,ياشباب ايش الفزق المسكنان المسكنات والغير ستروديه,"الفرق,المسكنات,المسكنات","الفزق,المسكنان,المسكنان",1211055301.0,2020-06-14 15:44:35+00:00,,0.0038772549014538527,0.7433294653892517,0.25279325246810913,0.0011193715035915375,0.995654821395874,0.003225830616429448,0.0018086498603224754,0.9968050718307495,0.0013863096246495843,0.0018086498603224754,0.9968050718307495,0.0013863096246495843
ي شباب ممكن مرجع pharmacology مترجم العربي ؟,شباب ممكب مرجع مترجم مترجم,شباب ممكب مرجع مبرجم مترجم,شباب ممكب مرجع مبرجم مترجم,"ممكن,مترجم,مترجم","ممكب,مبرجم,مبرجم",721060533.0,2020-06-14 04:17:59+00:00,,0.01252241525799036,0.011127632111310959,0.9763498902320862,0.015010110102593899,0.006269754841923714,0.9787200689315796,0.05790366232395172,0.010296179912984371,0.931800127029419,0.05790366232395172,0.010296179912984371,0.931800127029419
"#نصيحة

لا تهمل غسل يديك يوميًا بالماء والصابون لمدة (٤٠) ثانيه👍🏻",نصيحة تهمل عسل غسل يوميا بالماء والصابون لمدة ٤٠ ثانيه,نصيحة نهمل عسل غسل يوميا بالماء والصابون لمدة ٤٠ ثانيه,نصيحة نهمل عسل غسل يوميا ثالماء والصابون لمدة ٤٠ ثانيه,"غسل,تهمل,بالماء","عسل,نهمل,ثالماء",827677368.0,2020-06-11 16:42:36+00:00,2173.0,0.10808172821998596,0.02720882184803486,0.8647094964981079,0.05136089771986008,0.0796690583229065,0.8689700961112976,0.34059321880340576,0.016842927783727646,0.6425638198852539,0.27718237042427063,0.02157711051404476,0.7012405395507812
عفوا   المضاد الحيوي   لازم تجربه حساسيه    ويعتمد على نوع المضاد,عفوا المضاد الحيوي لازم تجربه حساسىه ويعتمد نوع نوع,عفوا المضاد الحيوي لازم تجربه حساسىه ويعتمد يوع نوع,عفوا المضاد الحيوي لازم تجربه حساسىه ويعتمد يوع نوع,"حساسيه,نوع,نوع","حساسىه,يوع,يوع",167473283.0,2020-06-05 20:09:46+00:00,,0.019440380856394768,0.6578500270843506,0.3227096199989319,0.026178833097219467,0.4141291677951813,0.5596919655799866,0.017016060650348663,0.7422826290130615,0.2407013177871704,0.017016060650348663,0.7422826290130615,0.2407013177871704
بس أيش نوع المضاد الحيوي. الذي با تعطيه,أيش يوع المضاد الحيوي الحيوي تعطيه,أيش يوع المضاد الحيوى الحيوي تعطيه,أيش يوع المضاد الحيوى الحيوي ثعطيه,"نوع,الحيوي,تعطيه","يوع,الحيوى,ثعطيه",167473283.0,2020-06-05 20:08:52+00:00,,0.012039453722536564,0.030967043712735176,0.9569935202598572,0.010269710794091225,0.0808715745806694,0.9088587164878845,0.021486999467015266,0.473766952753067,0.5047460198402405,0.019655458629131317,0.3679535686969757,0.6123909950256348
المجموعه للنقاشات الطبية وليس للتعارف,المجموعه للنقاشات الطبية وليس للتغارف,المجموعه للنقاشات الطنية وليس للتغارف,المجموعه للنفاشات الطنية وليس للتغارف,"للتعارف,الطبية,للنقاشات","للتغارف,الطنية,للنفاشات",827376430.0,2020-06-02 17:19:20+00:00,,0.023347090929746628,0.02904076687991619,0.9476121664047241,0.02961733192205429,0.10444068163633347,0.8659420013427734,0.023135486990213394,0.5329952239990234,0.4438692629337311,0.0036670397967100143,0.9385303854942322,0.05780256912112236
"السلام
عليكم
ممكن
اي.احد
يصوت
ضروي
لا
صديقتي",السلام عليكم ممكن اياحد يصوت ضروى ضروي,السلام عليكم ممكن اياحد يصوب ضروى ضروي,السلام عليكم ممكت اياحد يصوب ضروى ضروي,"ضروي,يصوت,ممكن","ضروى,يصوب,ممكت",928826121.0,2020-05-30 07:56:11+00:00,,0.08328203856945038,0.043852247297763824,0.8728657364845276,0.03463507071137428,0.04944901168346405,0.9159159064292908,0.019275063648819923,0.06954234838485718,0.9111825227737427,0.018480513244867325,0.06101027503609657,0.9205092191696167
"السلام عليكم. 
عيوني بس ممكن  أحد يكول شنو الاختيار الصحيح :

Which one of the following cell lines the periphery of the seminiferous tubules and provides function for developing spermatozoa:

A) Leydig cells 

B)Spermatid 

C)Sertoli cell

D) Spermatogonia


وشكرا  مقدما ❤",السلام عليكم عيوني ممكن يكول شبو شنو الصحيح وشكرا مقدما,السلام عليكم عيوني ممكث يكول شبو شنو الصحيح وشكرا مقدما,السلام عليكم عيوني ممكث ىكول شبو شنو الصحيح وشكرا مقدما,"شنو,ممكن,يكول","شبو,ممكث,ىكول",1239274218.0,2020-05-18 18:40:47+00:00,,0.015376988798379898,0.024463525041937828,0.9601594805717468,0.014061925932765007,0.09423063695430756,0.8917074799537659,0.02229156903922558,0.22156140208244324,0.756147027015686,0.02649756148457527,0.22877782583236694,0.7447246313095093
"فقط للتذكير ال CPR  هو اختصار ل Cardiopulmonary resuscitation 
الإنعاش القلبي الرئوي😁",فقط للتذكير ال اختصار الإنعاش القلبي الرئوى,فقط للتذكير ال اختصار الإنغاش القلبي الرئوى,فقط للتذكير ال اختصار الإنغاش القلني الرئوى,"الرئوي,الإنعاش,القلبي","الرئوى,الإنغاش,القلني",376074788.0,2020-05-13 12:04:20+00:00,4077.0,0.16842547059059143,0.21752922236919403,0.6140453219413757,0.27371373772621155,0.11998262256383896,0.6063036322593689,0.005105296149849892,0.9535003304481506,0.041394393891096115,0.006213151849806309,0.9374523758888245,0.05633452162146568
مخليت شي مسويته ومجاي اضعف,مخليت شي مسويته ومجاي اضغف,مخليت شى مسويته ومجاي اضغف,مخليت شى مسويبه ومجاي اضغف,"اضعف,شي,مسويته","اضغف,شى,مسويبه",249067882.0,2020-05-12 21:01:12+00:00,,0.005905992817133665,0.9819619059562683,0.012132168747484684,0.005663283634930849,0.9818819165229797,0.012454782612621784,0.006007792893797159,0.9708370566368103,0.023155106231570244,0.004207101184874773,0.9849957823753357,0.010797168128192425
"دكتور ممكن تنطيني طريقه اضعف بيها 🥺🥺
تعبت واني مضعفانه",دكتور ممكن تنطيني طريقه اضعف بيها تعبت واني مضعفاثه,دكتور ممكن تنطيني طريقه اضعف بيها تعبب واني مضعفاثه,دكتور ممكن تنطيني طزيقه اضعف بيها تعبب واني مضعفاثه,"مضعفانه,تعبت,طريقه","مضعفاثه,تعبب,طزيقه",249067882.0,2020-05-12 21:01:02+00:00,,0.010421063750982285,0.8923131227493286,0.09726585447788239,0.009421010501682758,0.8889656662940979,0.10161331295967102,0.008088719099760056,0.8128715753555298,0.17903970181941986,0.006163556128740311,0.8612605333328247,0.13257580995559692
"صدرية ❤ :

_ عند الإصابة بال Silicosis يزداد خطر الإصابة بالسلّ و ال COPD و سرطان الرئة 💔 .

@syriandoctor",صدرية الإصابة بال يزداد خطر الإصابة بالسل ال سرطان الزئة,صدرية الإصاثة بال يزداد خطر الإصابة بالسل ال سرطان الزئة,صدرية الإصاثة بال ىزداد خطر الإصابة بالسل ال سرطان الزئة,"الرئة,الإصابة,يزداد","الزئة,الإصاثة,ىزداد",1009178563.0,2020-05-12 18:08:23+00:00,,0.0030691151041537523,0.9738691449165344,0.023061782121658325,0.0020015742629766464,0.9848684072494507,0.01313008088618517,0.001889941282570362,0.983449399471283,0.014660676009953022,0.001130711636506021,0.9871319532394409,0.011737230233848095
"لانه يعمل لك ورم دموي في العضلة
Hematoma",لانه يعمل ورم دموى دموي,لانه يعمل وزم دموى دموي,لانه يعمل وزم الغضلة دموي,"دموي,ورم,العضلة","دموى,وزم,الغضلة",376074788.0,2020-05-11 01:26:43+00:00,,0.002670906251296401,0.9905239939689636,0.006804999429732561,0.002722596749663353,0.9906874299049377,0.0065900483168661594,0.001726103713735938,0.9945610165596008,0.0037128496915102005,0.003206915920600295,0.9881068468093872,0.008686255663633347
"‼️ لماذا لا يجوز اعطاء الهيبارين بالعضلة؟ Heparin
 عضلي  =  I.M ....






.",لماذا يجور اعطاء الهيبارين الهيبارين عضلي,لماذا يجور اعطاء الهيباريت الهيبارين عضلي,لماذا يجور اعطاء الهيباريت الهيبارين عضلي,"يجوز,الهيبارين,الهيبارين","يجور,الهيباريت,الهيباريت",467425712.0,2020-05-11 01:23:15+00:00,,0.011443492025136948,0.6573244333267212,0.33123207092285156,0.005383077077567577,0.8829042315483093,0.11171276867389679,0.004647661000490189,0.8970613479614258,0.09829098731279373,0.004647661000490189,0.8970613479614258,0.09829098731279373
‏✒.. لماذا يصاب الأشخاص الذين يعانون من تليف الكبد بالجفاف المتكرر؟,لماذا يصاب الأشخاص يعانون تليف الكبد بالجفاف المبكرر,لماذا يصاث الأشخاص يعانون تليف الكبد بالجفاف المبكرر,لماذا يصاث الأشخاص يعانوت تليف الكبد بالجفاف المبكرر,"المتكرر,يصاب,يعانون","المبكرر,يصاث,يعانوت",676121374.0,2020-05-09 07:01:00+00:00,,0.012847988866269588,0.8665585517883301,0.12059350311756134,0.013140901923179626,0.8233556151390076,0.1635034680366516,0.03654810041189194,0.4948276877403259,0.4686242640018463,0.04785151407122612,0.36986348032951355,0.5822849869728088
السلام عليكم بلا زحمه هل هذا الكبسول يأثر على مرضى السكري؟؟,السلام عليكم بلا زحمه الكبسول يأتر مرضى مرضى,السلام عليكم بلا زحمه الكبسول يأتر مرضي مرضى,السلام عليكم نلا زحمه الكبسول يأتر مرضي مرضى,"يأثر,مرضى,بلا","يأتر,مرضي,نلا",249067882.0,2020-05-06 22:07:45+00:00,,0.0038634389638900757,0.9851807355880737,0.010955850593745708,0.0034307900350540876,0.9794644713401794,0.017104659229516983,0.01712905615568161,0.8576846718788147,0.12518633902072906,0.011273721233010292,0.8703153729438782,0.1184108555316925
"لا يوجد لها علاج 
عادة أصحاب هذه الأظافر يكون عندهم امراض القلب",يوجد غلاج عادة أصحاب الأظافر يكون عندهم امراض امراض,يوجد غلاج عادة أصحاب الأظافر يكون عندهم امزاض امراض,يوجد غلاج عادة أصحاب الأظافر يكون عندهم امزاض امراض,"علاج,امراض,امراض","غلاج,امزاض,امزاض",1171437935.0,2020-05-02 09:17:49+00:00,,0.01993262954056263,0.4487738311290741,0.531293511390686,0.009905110113322735,0.7738541960716248,0.21624065935611725,0.011473190039396286,0.7813276648521423,0.20719917118549347,0.011473190039396286,0.7813276648521423,0.20719917118549347
"سلام عليكم 
كيف يحافظ فيتامينD على مستوي الكالسيوم بلجسم",سلام علىكم يحافظ فيتامين فيتامين الكالسيوم بلجسم,سلام علىكم يحافظ فينامين فيتامين الكالسيوم بلجسم,سلام علىكم يحافظ فينامين فيتامين الكالسىوم بلجسم,"عليكم,فيتامين,الكالسيوم","علىكم,فينامين,الكالسىوم",934620087.0,2020-04-30 19:11:50+00:00,,0.044997889548540115,0.01824355125427246,0.9367585182189941,0.3208681344985962,0.04553947597742081,0.6335923671722412,0.4915027320384979,0.025653496384620667,0.4828437864780426,0.6828105449676514,0.043167199939489365,0.27402228116989136
صوم مقبول وذنبآ مغفور يارب,صوم مقتول وذنبآ مغفور مغفور,صوم مقتول وذنبآ مغقور مغفور,صوم مقتول وذنبآ مغقور مغفور,"مقبول,مغفور,مغفور","مقتول,مغقور,مغقور",1072045156.0,2020-04-24 16:47:25+00:00,,0.9041216373443604,0.004866648931056261,0.09101167321205139,0.6724203824996948,0.026796644553542137,0.3007828891277313,0.006598156411200762,0.9739096164703369,0.019492236897349358,0.006598156411200762,0.9739096164703369,0.019492236897349358
"مافيش تاي طريقه الا كسر الساقي
وتوصيله مايصلحش",مافيش تاي طريقه الا كسر الساقى الساقي مايصلحش,مافيش تاي طريقه الا كسز الساقى الساقي مايصلحش,مافيش تاي طريقه الا كسز الساقى الساقي ماىصلحش,"الساقي,كسر,مايصلحش","الساقى,كسز,ماىصلحش",1072045156.0,2020-04-23 18:38:35+00:00,,0.010839574970304966,0.9226269125938416,0.06653355062007904,0.025735821574926376,0.8831853270530701,0.09107884019613266,0.014066122472286224,0.9220224022865295,0.06391153484582901,0.014825092628598213,0.9379148483276367,0.047260064631700516
يتوقف نموا العظام بسن 19الى 20سنه,يتوقف نموا العظام بسن الى سبه,يتوقف ثموا العظام بسن الى سبه,يتوقف ثموا العظام بسب الى سبه,"سنه,نموا,بسن","سبه,ثموا,بسب",1072045156.0,2020-04-23 18:34:08+00:00,,0.02273237332701683,0.8004134893417358,0.17685413360595703,0.02701501175761223,0.7960522770881653,0.1769326627254486,0.0027052618097513914,0.9903380274772644,0.006956669967621565,0.0020916119683533907,0.9928805828094482,0.005027759820222855
بالنسبه لنمو العظام بعد سن البلوغ هل تنمو العظام ؟,بالنسبه لنمو العظام سن البلوغ تنمو الغظام,بالنسبه لتمو العظام سن البلوغ تنمو الغظام,بالنسبه لتمو العظام سن البلوغ تبمو الغظام,"العظام,لنمو,تنمو","الغظام,لتمو,تبمو",1087193327.0,2020-04-23 18:27:25+00:00,,0.03492479398846626,0.02792668715119362,0.9371485710144043,0.041420578956604004,0.03810607269406319,0.9204733967781067,0.021697673946619034,0.08500449359416962,0.8932978510856628,0.02497789077460766,0.3656073808670044,0.6094147562980652
وعليكم السلام ورحمه الله وبركاته هلا فيك دكتور,وعليكم السلام وزحمه الله وبركاته فيك فيك,وعليكم السلام وزحمه الله وبركاته قيك فيك,وعليكم السلام وزحمه الله وبركاته قيك فيك,"ورحمه,فيك,فيك","وزحمه,قيك,قيك",1041620121.0,2020-04-23 18:02:29+00:00,,0.838797390460968,0.033779364079236984,0.12742330133914948,0.7838019132614136,0.06033989042043686,0.15585817396640778,0.828956663608551,0.06340484321117401,0.10763847082853317,0.828956663608551,0.06340484321117401,0.10763847082853317
سلام عليكم منو يعرف جواب هاي الاسئله,سلام عليكم مبو يعرف جواب هاي هاي,سلام عليكم مبو يعرف جواب هاى هاي,سلام عليكم مبو يعرف جوان هاى هاي,"منو,هاي,جواب","مبو,هاى,جوان",934620087.0,2020-04-23 13:43:47+00:00,,0.006553562358021736,0.05770232528448105,0.9357441067695618,0.006600637920200825,0.07382668554782867,0.9195727109909058,0.007093088235706091,0.38153013586997986,0.6113767623901367,0.006802781485021114,0.3655335009098053,0.6276637315750122
"الأسم:محمد عزي الحطامي
الجامعة: صنعاء
موهبة: التصوير 
قناة المسابقة 👇🏻
@Online_Nursing",الأسممحمد عزي الحطامي الجامعة صنعاء موهنة موهبة قناة المسابقة,الأسممحمد عزي الحطامي الجامعة صثعاء موهنة موهبة قناة المسابقة,الأسممحمد عزي الحطامي الجامعة صثعاء موهنة موهبة قناة المساثقة,"موهبة,صنعاء,المسابقة","موهنة,صثعاء,المساثقة",473219276.0,2020-04-17 16:09:37+00:00,0.0,0.7832244634628296,0.004519491456449032,0.21225605905056,0.9784078001976013,0.001635110704228282,0.01995706930756569,0.976243793964386,0.001714205020107329,0.02204202488064766,0.9844940304756165,0.001706833834759891,0.01379917562007904
